331.2 1.24719
332.7 0.324369
334.1 0.261912
335.5 0.289872
337.0 0.244333
338.4 0.242882
339.9 0.239905
341.3 0.229226
342.8 0.204239
344.2 0.208455
345.7 0.184681
347.1 0.207985
348.5 0.192443
350.0 0.16118
351.4 0.183825
352.9 0.166838
354.3 0.15458
355.8 0.161127
357.2 0.171877
358.7 0.154995
360.1 0.153976
361.6 0.149929
363.0 0.142095
364.4 0.148696
365.9 0.155413
367.3 0.140029
368.8 0.153946
370.2 0.138609
371.7 0.1384
373.1 0.135259
374.6 0.138855
376.0 0.123895
377.4 0.12415
378.9 0.125678
380.3 0.121639
381.8 0.119556
383.2 0.122795
384.7 0.116368
386.1 0.105981
387.6 0.108572
389.0 0.113545
390.5 0.108701
391.9 0.104037
393.3 0.103293
394.8 0.0937968
396.2 0.0929428
397.7 0.0970779
399.1 0.0926056
400.6 0.0914373
402.0 0.0809064
403.5 0.0787905
404.9 0.0750739
406.3 0.0793235
407.8 0.0753902
409.2 0.0771914
410.7 0.0717113
412.1 0.0718572
413.6 0.0756208
415.0 0.065679
416.5 0.0688727
417.9 0.0704993
419.3 0.069556
420.8 0.0672975
422.2 0.0701834
423.7 0.0712939
425.1 0.0632222
426.6 0.0686925
428.0 0.067396
429.5 0.0684931
430.9 0.0669668
432.4 0.0709862
433.8 0.0688359
435.2 0.0702286
436.7 0.0737119
438.1 0.0710088
439.6 0.0691376
441.0 0.0698569
442.5 0.0681878
443.9 0.0704687
445.4 0.0685864
446.8 0.0679364
448.2 0.0680591
449.7 0.0662041
451.1 0.0674539
452.6 0.0666134
454.0 0.0681897
455.5 0.0672918
456.9 0.0657676
458.4 0.0659019
459.8 0.0659038
461.2 0.0673884
462.7 0.0659277
464.1 0.0649499
465.6 0.0646631
467.0 0.0675503
468.5 0.0649364
469.9 0.0666861
471.4 0.0658986
472.8 0.0661054
474.3 0.0666274
475.7 0.0650074
477.1 0.0661791
478.6 0.0652285
480.0 0.0653721
481.5 0.0649267
482.9 0.0653421
484.4 0.0646263
485.8 0.0649788
487.3 0.0624836
488.7 0.065099
490.1 0.0649385
491.6 0.0656951
493.0 0.0651804
494.5 0.0639244
495.9 0.0666271
497.4 0.0653438
498.8 0.0654431
500.3 0.0638963
501.7 0.0654984
503.2 0.0654395
504.6 0.0657394
506.0 0.068295
507.5 0.0690995
508.9 0.0678287
510.4 0.0688636
511.8 0.0705867
513.3 0.0712407
514.7 0.0721372
516.2 0.0732921
517.6 0.0738874
519.0 0.0772318
520.5 0.0773413
521.9 0.0800979
523.4 0.0854906
524.8 0.0878539
526.3 0.088676
527.7 0.0915404
529.2 0.0962736
530.6 0.098022
532.0 0.100616
533.5 0.103773
534.9 0.106649
536.4 0.108022
537.8 0.114391
539.3 0.113944
540.7 0.113
542.2 0.115891
543.6 0.118451
545.1 0.118769
546.5 0.119423
547.9 0.119027
549.4 0.122814
550.8 0.122755
552.3 0.123493
553.7 0.124526
555.2 0.124437
556.6 0.123663
558.1 0.125119
559.5 0.125287
560.9 0.123978
562.4 0.124463
563.8 0.125992
565.3 0.122342
566.7 0.121136
568.2 0.122865
569.6 0.120599
571.1 0.117096
572.5 0.1157
574.0 0.113601
575.4 0.114093
576.8 0.110136
578.3 0.109015
579.7 0.106031
581.2 0.105769
582.6 0.103337
584.1 0.103648
585.5 0.10243
587.0 0.0983386
588.4 0.0993162
589.8 0.0981513
591.3 0.0961587
592.7 0.0947157
594.2 0.0969621
595.6 0.0951683
597.1 0.0944941
598.5 0.0954042
600.0 0.0954633
601.4 0.0928957
602.8 0.0935109
604.3 0.0929264
605.7 0.0945391
607.2 0.092789
608.6 0.0903333
610.1 0.091375
611.5 0.0908583
613.0 0.0903425
614.4 0.0889069
615.9 0.0884415
617.3 0.0897585
618.7 0.0883519
620.2 0.0867862
621.6 0.0843037
623.1 0.0854191
624.5 0.0840446
626.0 0.0818097
627.4 0.082471
628.9 0.0824836
630.3 0.0834707
631.7 0.0817582
633.2 0.0841879
634.6 0.0838293
636.1 0.0825099
637.5 0.08444
639.0 0.0834427
640.4 0.085055
641.9 0.0827257
643.3 0.0824645
644.8 0.0845315
646.2 0.0832133
647.6 0.0821809
649.1 0.0802647
650.5 0.0826489
652.0 0.0787332
653.4 0.0828125
654.9 0.080046
656.3 0.0790068
657.8 0.0796657
659.2 0.0794352
660.6 0.08155
662.1 0.0822769
663.5 0.0757449
665.0 0.0761797
666.4 0.0743007
667.9 0.0734174
669.3 0.0724026
670.8 0.0719357
672.2 0.0714925
673.6 0.0709549
675.1 0.0728364
676.5 0.0711587
678.0 0.0712668
679.4 0.0711175
680.9 0.073132
682.3 0.070552
683.8 0.0718425
685.2 0.0722552
686.7 0.0726949
688.1 0.0753246
689.5 0.0742484
691.0 0.0771825
692.4 0.0836865
693.9 0.0898904
695.3 0.0883489
696.8 0.0926816
698.2 0.0978363
699.7 0.103567
701.1 0.109967
702.5 0.118833
704.0 0.129449
705.4 0.138914
706.9 0.149874
708.3 0.159038
709.8 0.169216
711.2 0.180651
712.7 0.190327
714.1 0.20117
715.5 0.212249
717.0 0.223344
718.4 0.234471
719.9 0.24882
721.3 0.261576
722.8 0.277502
724.2 0.292862
725.7 0.308306
727.1 0.321103
728.6 0.337147
730.0 0.353961
731.4 0.369196
732.9 0.386875
734.3 0.403764
735.8 0.420914
737.2 0.435741
738.7 0.453402
740.1 0.469676
741.6 0.484989
743.0 0.500926
744.4 0.516093
745.9 0.530653
747.3 0.544726
748.8 0.555713
750.2 0.568755
751.7 0.578653
753.1 0.587945
754.6 0.597104
756.0 0.60655
757.5 0.613882
758.9 0.620047
760.3 0.624331
761.8 0.630488
763.2 0.635039
764.7 0.643395
766.1 0.661159
767.6 0.661964
769.0 0.657908
770.5 0.655684
771.9 0.653348
773.3 0.653495
774.8 0.654637
776.2 0.657489
777.7 0.656701
779.1 0.657367
780.6 0.65771
782.0 0.660611
783.5 0.660346
784.9 0.661697
786.3 0.66212
787.8 0.662212
789.2 0.662315
790.7 0.664837
792.1 0.664711
793.6 0.665277
795.0 0.667913
796.5 0.666748
797.9 0.66844
799.4 0.667464
800.8 0.666917
802.2 0.667828
803.7 0.669665
805.1 0.669898
806.6 0.66909
808.0 0.670062
809.5 0.672976
810.9 0.672423
812.4 0.672453
813.8 0.675069
815.2 0.674842
816.7 0.674437
818.1 0.676128
819.6 0.676753
821.0 0.678758
822.5 0.679336
823.9 0.679331
825.4 0.680676
826.8 0.678419
828.3 0.677549
829.7 0.679385
831.1 0.680048
832.6 0.677415
834.0 0.679941
835.5 0.680576
836.9 0.680095
838.4 0.684502
839.8 0.679619
841.3 0.681211
842.7 0.682554
844.1 0.680858
845.6 0.681567
847.0 0.681851
848.5 0.681733
849.9 0.681712
851.4 0.682704
852.8 0.682312
854.3 0.684677
855.7 0.686227
857.1 0.685816
858.6 0.685506
860.0 0.686037
861.5 0.686065
862.9 0.687692
864.4 0.685216
865.8 0.691198
867.3 0.687757
868.7 0.685314
870.2 0.687641
871.6 0.685285
873.0 0.689316
874.5 0.690631
875.9 0.694326
877.4 0.694067
878.8 0.695088
880.3 0.695629
881.7 0.693823
883.2 0.693456
884.6 0.693635
886.0 0.695659
887.5 0.695224
888.9 0.694569
890.4 0.692991
891.8 0.697707
893.3 0.692454
894.7 0.6928
896.2 0.696387
897.6 0.695992
899.0 0.693835
900.5 0.70402
901.9 0.706347
903.4 0.707957
904.8 0.70836
906.3 0.704931
907.7 0.708015
909.2 0.700975
910.6 0.706426
912.1 0.714649
913.5 0.706713
914.9 0.706306
916.4 0.703532
917.8 0.715867
919.3 0.720235
920.7 0.708723
922.2 0.702956
923.6 0.710572
925.1 0.716845
926.5 0.719282
927.9 0.706625
929.4 0.710562
930.8 0.711476
932.3 0.702348
933.7 0.710928
935.2 0.726315
936.6 0.730778
938.1 0.72155
939.5 0.74372
941.0 0.752049
942.4 0.763931
943.8 0.778731
945.3 0.79633
946.7 0.738348
948.2 0.75629
949.6 0.739656
951.1 0.756349
952.5 0.783272
954.0 0.760087
955.4 0.773475
956.8 0.743373
958.3 0.722518
959.7 0.725595
961.2 0.739182
962.6 0.739931
964.1 0.723093
965.5 0.739261
967.0 0.742736
968.4 0.731071
969.8 0.713216
971.3 0.737102
972.7 0.70186
974.2 0.703078
975.6 0.713975
977.1 0.693214
978.5 0.73564
980.0 0.675845
981.4 0.707606
982.9 0.709681
984.3 0.681386
985.7 0.663193
987.2 0.69234
988.6 0.699961
990.1 0.692251
991.5 0.677342
993.0 0.701475
994.4 0.710028
995.9 0.690169
997.3 0.698831
998.7 0.691328
